anzsic_code,anzsic_desc,class_code,class_desc,group_code,group_desc,subdivision_code,subdivision_desc,division_code,division_desc,class_exclusions
C1111_10,Frozen Meat Manufacturing (Excl Poultry),1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_11,Split Gut Materials Manufacturing for Further Processing,1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_12,Meat Extract or Essence Manufacturing,1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_13,"Meat Manufacturing (Excl Bacon, Ham or Poultry)",1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_14,"Meat or Bone Meal Manufacturing (Excl Fish, Poultry or Whale Meal)",1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_15,Meat Packing (Ex. Poultry),1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1111_16,Rendering Plant / Boiling Down Works,1111,Meat Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"slaughtering, dressing, processing and packing poultry are included in Class 1112 Poultry Processing | manufacturing or canning cured meats are included in Class 1113 Cured Meat and Smallgoods Manufacturing | manufacturing refined animal oils or fats are included in Class 1150 Oil and Fat Manufacturing."
C1112_01,Croquette Manufacturing from Poultry Meat,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_02,Frozen Poultry Manufacturing,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_03,"Game Bird Slaughtering e.g. Pheasant, Quail",1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_04,Poultry Abattoir Operation with Rendering,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_05,Poultry Abattoir Operation without Rendering,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_06,Poultry Meat Manufacturing,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_07,Poultry Meat Packing,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1112_08,Poultry offal Meal Manufacturing,1112,Poultry Processing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in manufacturing poultry-based smallgoods are included in Class 1113 Cured Meat and Smallgoods Manufacturing.
C1113_01,Bacon Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_02,Canned Cooked Green or Smoked Bacon or Ham Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_03,Corned Meat Manufacturing (Excl Canned),1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_04,Cooked Meat Manufacturing (Excl Poultry),1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_05,Croquettes Manufacturing n.e.c.,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_06,Sausage Manufacturing (Excl Canned),1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_07,Ham (Smoked) Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_08,Ham (Cooked) Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_09,Meat Specialities Manufacturing n.e.c.,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_10,Pate Manufacturing (Excl Fish),1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_11,Precooked Hamburger Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_12,Smallgoods (Cured) Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1113_13,Smallgoods (Smoked) Manufacturing,1113,Cured Meat and Smallgoods Manufacturing,111,Meat and Meat Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing fish pates are included in Class 1120 Seafood Processing | manufacturing croquettes from poultry meat are included in Class 1112 Poultry Processing.
C1120_01,Canned Fish Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_02,"Crustacean, Processed, Manufacturing (Incl Cooked and / or Frozen)",1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_03,Fish and Other Seafood Processing ,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_04,Fish or Seafood Cleaning or Filleting,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_05,Fish Fillet Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_06,Fish Loaf or Cake Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_07,Fish Paste Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_08,Fish Pate Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_09,Dried Fish Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_10,Smoked Fish Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_11,"Oysters, Canned or Frozen, Manufacturing",1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_12,Preserved Scallops Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_13,"Processed Mollusc Manufacturing (Incl Shelled, Excl Oysters)",1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_14,Canned Seafood Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1120_15,Preserved Seafood Manufacturing,1120,Seafood Processing,112,Seafood Processing,11,Food Product Manufacturing,C,Manufacturing,Units mainly engaged in gathering fish or other seafoods are included in the appropriate classes of Group 041 Fishing.
C1131_01, Pasteurised Cream Manufacturing (Excl Canned),1131,Milk and Cream Processing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing or canning buttermilk, condensed or evaporated milk, flavoured milk or sour cream are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing milk or yoghurt substitutes from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1131_02,Milk Receival or Distribution Depot Operation,1131,Milk and Cream Processing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing or canning buttermilk, condensed or evaporated milk, flavoured milk or sour cream are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing milk or yoghurt substitutes from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1131_03,"Milk Manufacturing (Excl Condensed, Concentrated or Evaporated Milk, or Liquid ButterMilk)",1131,Milk and Cream Processing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing or canning buttermilk, condensed or evaporated milk, flavoured milk or sour cream are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing milk or yoghurt substitutes from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1131_04,Milk Products Manufacturing n.e.c,1131,Milk and Cream Processing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing or canning buttermilk, condensed or evaporated milk, flavoured milk or sour cream are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing milk or yoghurt substitutes from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1131_05,Standardised Liquid Milk Manufacturing,1131,Milk and Cream Processing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing or canning buttermilk, condensed or evaporated milk, flavoured milk or sour cream are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing milk or yoghurt substitutes from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1132_01,Frozen Confections Manufacturing,1132,Ice Cream Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing ice cream mixes or soft serve mixes are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing frozen bakery and pastry desserts are included in Class 1172 Cake and Pastry Manufacturing (Factory based) | manufacturing ice cream from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1132_02,Frozen Fruit Ices or Water Ices Manufacturing,1132,Ice Cream Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing ice cream mixes or soft serve mixes are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing frozen bakery and pastry desserts are included in Class 1172 Cake and Pastry Manufacturing (Factory based) | manufacturing ice cream from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1132_03,Ice Cream Manufacturing,1132,Ice Cream Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing ice cream mixes or soft serve mixes are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing frozen bakery and pastry desserts are included in Class 1172 Cake and Pastry Manufacturing (Factory based) | manufacturing ice cream from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1132_04,Milk Ices Manufacturing,1132,Ice Cream Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing ice cream mixes or soft serve mixes are included in Class 1133 Cheese and Other Dairy Product Manufacturing | manufacturing frozen bakery and pastry desserts are included in Class 1172 Cake and Pastry Manufacturing (Factory based) | manufacturing ice cream from non-dairy substances such as soy, are included in Class 1199 Other Food Product Manufacturing n.e.c."
C1133_01,Anhydrous Milkfat - Butter Oil - Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_02,Butter Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_03,ButterMilk Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_04,Canned Liquid Milk or Cream Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_05,Caseinate Manufacturing (Excl Hardened),1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_06,Cheese Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_07,Condensed or Concentrated Milk and Coffee Mixtures Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_08,Canned Cream Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_09,Cultured ButterMilk Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_10,Protein Enriched Skim Milk Based Stock Feed Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_11,Dried Skim Milk Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_12,Flavoured Liquid Whole or Skim Milk Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_13,Liquid Skim Milk Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_14,Lactose Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_15,Liquid or Dried Ice Cream Mix Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_16,Malted Milk Powder Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_17,"Manufacturing of Bottled or Cartoned Condensed, Concentrated or Evaporated Milk",1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_18,Milk Based Mixes Manufacturing for Soft Serves or Thick Shakes,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_19,Milk Powder Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_20,Powdered Milk Based Health Beverages Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_21,Powdered Milk Based Baby Food Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_22,Sour Cream Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_23,Whey or Whey Powder Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1133_24,Yoghurt Manufacturing,1133,Cheese and Other Dairy Product Manufacturing,113,Dairy Product Manufacturing,11,Food Product Manufacturing,C,Manufacturing,manufacturing processed milk or cream are included in Class 1131 Milk and Cream Processing | manufacturing ice cream and other frozen confections are included in Class 1132 Ice Cream Manufacturing.
C1140_01,Canned / Bottled Baby Foods Manufacturing (Excl. Milk Based),1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
C1140_02,Baked Bean Manufacturing,1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
C1140_03,Candied or Preserved Peel Manufacturing,1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
C1140_04,Canned Fruit Juices - Single Strength or Concentrated,1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
C1140_05,Canned or Bottled Mixed Meat and Cereals Manufacturing,1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
C1140_06,Canned or Bottled Fruit and Vegetables Manufacturing,1140,Fruit and Vegetable Processing,114,Fruit and Vegetable Processing,11,Food Product Manufacturing,C,Manufacturing,"manufacturing potato crisps or corn chips are included in Class 1191 Potato, Corn and Other Crisp Manufacturing | manufacturing fruit drinks, less than 100 percent pure or concentrated, are included in Class 1211 Soft Drink, Cordial and Syrup Manufacturing | manufacturing wine vinegar are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing | manufacturing Worcestershire sauce are included in Class 1199 Other Food Product Manufacturing n.e.c. | packing fresh fruit are included in 7320 Packaging Services | manufacturing milk-based infant formula and food are included in Class 1133 Cheese and Other Dairy Product Manufacturing | sun drying fruit are included in the appropriate classes of Group 013 Fruit and Tree Nut Growing."
