anzsic_code,anzsic_desc,class_code,class_desc,group_code,group_desc,subdivision_code,subdivision_desc,division_code,division_desc,class_exclusions
A0111_01,Horticultural Nursery - Under Cover (Excl Forest),0111,Nursery Production (Under Cover),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) outdoors are included in Class 0112 Nursery Production (Outdoors) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection under cover are included in Class 0114 Floriculture Production (Under Cover) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_01,Fruit Tree Nursery Operation,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_02,Forest Nursery Operation or Service,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_03,Plant Stock Growing n.e.c.,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_04,Seedling Growing,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_05,Vine Stock Nursery Operation,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_06,Horticultural Nursery - Outdoors (Excl Forest),0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_07,Ornamental Plant Growing ,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0112_08,Plant Nursery Operation,0112,Nursery Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",propagating and/or growing plants (or parts of plants) under cover are included in Class 0111 Nursery Production (Under Cover) | growing turf for transplanting are included in Class 0113 Turf Growing | growing cut flowers or foliage for display or growing flowers for seed collection outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing nursery stock for forests are included in Class 0510 Forestry Support Services.
A0113_01,Turf Growing,0113,Turf Growing,11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0114_02,Floriculture - Under Cover,0114,Floriculture Production (Under Cover),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",growing and/or producing floriculture products outdoors are included in Class 0115 Floriculture Production (Outdoors) | growing bulbs or ornamental plants under cover are included in Class 0111 Nursery Production (Under Cover).
A0115_01,"Display Foliage, Flower and Flower Seed Growing, Bulb Propogating and Growing",0115,Floriculture Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",growing and/or producing floriculture products under cover are included in Class 0114 Floriculture Production (Under Cover) | growing bulbs or ornamental plants outdoors for sale are included in Class 0112 Nursery Production (Outdoors).
A0115_02,Floriculture - Outdoors,0115,Floriculture Production (Outdoors),11,Nursery and Floriculture Production,01,Agriculture,A,"Agriculture, Forestry and Fishing",growing and/or producing floriculture products under cover are included in Class 0114 Floriculture Production (Under Cover) | growing bulbs or ornamental plants outdoors for sale are included in Class 0112 Nursery Production (Outdoors).
A0121_01,Mushroom Growing,0121,Mushroom Growing,12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",growing truffles are included in Class 0123 Vegetable Growing (Outdoors) | gathering forest mushrooms are included in Class 0301 Forestry.
A0122_01,Vegetable Growing - Under Cover,0122,Vegetable Growing (Under Cover),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables outdoors in open fields are included in Class 0123 Vegetable Growing (Outdoors) | processing vegetables, including freezing, dehydrating or canning, are included in Class 1140 Fruit and Vegetable Processing."
A0123_01,Hydroponics - Vegetable Growing,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_02,Tomato Growing ,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_03,Truffle Growing,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_04,Vegetable Seed Growing,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_05,Garlic Growing ,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_06,Herb Growing,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_07,Market Gardening,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_08,Melon Growing,0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0123_09,Vegetable Growing (Excl for Fodder),0123,Vegetable Growing (Outdoors),12,Mushroom and Vegetable Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing","growing cultivated mushrooms are included in Class 0121 Mushroom Growing | growing vegetables under cover are included in Class 0122 Vegetable Growing (Under Cover) | growing dry field peas, beans or soybeans are included in Class 0149 Other Grain Growing."
A0131_01,Grapes Sun Drying,0131,Grape Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",processing or crushing grapes are included in Class 1140 Fruit and Vegetable Processing | manufacturing wine are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing.
A0131_02,Grape Growing / Vineyard Operation (Excl Winery),0131,Grape Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",processing or crushing grapes are included in Class 1140 Fruit and Vegetable Processing | manufacturing wine are included in Class 1214 Wine and Other Alcoholic Beverage Manufacturing.
A0132_01,Kiwi Fruit Growing,0132,Kiwifruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0133_01,Berry Fruit Growing,0133,Berry Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0133_02,Strawberry Growing,0133,Berry Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0134_01,Apple and Pear Growing,0134,Apple and Pear Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0134_02,Quince Growing,0134,Apple and Pear Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0134_03,Pome Fruit Growing n.e.c.,0134,Apple and Pear Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0135_01,Stone Fruit Growing - Apricot / Cherry / Nectarine / Peach / Plum,0135,Stone Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0135_02,Stone Fruit Growing n.e.c.,0135,Stone Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0136_01,Citrus Fruit Growing,0136,Citrus Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0136_02,Orchard Operation n.e.c.,0136,Citrus Fruit Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0137_01,Olive Growing (Excl Oil Processing or Manufacturing),0137,Olive Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in manufacturing olive oil are included in Class 1150 Oil and Fat Manufacturing.
A0139_01,Avocado Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_02,Banana Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_03,Pineapple Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_04,Mango Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_05,Fruit Growing n.e.c.,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_06,Almond Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_07,Tree Nut Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_08,Coconut Growing,0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0139_09,Ground Nut (Incl Peanut Growing),0139,Other Fruit and Tree Nut Growing,13,Fruit and Tree Nut Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0141_01,Raw Sheep Milk Production,0141,Sheep Farming (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",growing grain in conjunction with sheep farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | farming both sheep and beef cattle are included in Class 0144 Sheep-Beef Cattle Farming.
A0141_02,Sheep Farming,0141,Sheep Farming (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",growing grain in conjunction with sheep farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | farming both sheep and beef cattle are included in Class 0144 Sheep-Beef Cattle Farming.
A0142_01,Beef Cattle Farming,0142,Beef Cattle Farming (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",operating beef cattle feedlots are included in Class 0143 Beef Cattle Feedlots (Specialised) | growing grain in conjunction with beef cattle farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | farming both sheep and beef cattle are included in Class 0144 Sheep-Beef Cattle Farming.
A0142_02,Domesticated Buffalo Grazing,0142,Beef Cattle Farming (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",operating beef cattle feedlots are included in Class 0143 Beef Cattle Feedlots (Specialised) | growing grain in conjunction with beef cattle farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | farming both sheep and beef cattle are included in Class 0144 Sheep-Beef Cattle Farming.
A0142_03,Stud Beef Cattle Breeding,0142,Beef Cattle Farming (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",operating beef cattle feedlots are included in Class 0143 Beef Cattle Feedlots (Specialised) | growing grain in conjunction with beef cattle farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | farming both sheep and beef cattle are included in Class 0144 Sheep-Beef Cattle Farming.
A0143_01,Livestock Feedlot Operation,0143,Beef Cattle Feedlots (Specialised),14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in farming beef cattle are included in Class 0142 Beef Cattle Farming (Specialised).
A0144_01,Beef Cattle and Sheep Farming,0144,Sheep-Beef Cattle Farming,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",farming beef cattle (specialised) are included in Class 0142 Beef Cattle Farming (Specialised) | farming sheep (specialised) are included in Class 0141 Sheep Farming (Specialised) | growing grain in conjunction with sheep or beef cattle farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming.
A0144_02,Livestock Agistment Services,0144,Sheep-Beef Cattle Farming,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",farming beef cattle (specialised) are included in Class 0142 Beef Cattle Farming (Specialised) | farming sheep (specialised) are included in Class 0141 Sheep Farming (Specialised) | growing grain in conjunction with sheep or beef cattle farming are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming.
A0145_01,Beef Cattle Farming and Grain Growing,0145,Grain-Sheep or Grain-Beef Cattle Farming,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",farming sheep (specialised) are included in Class 0141 Sheep Farming (Specialised) | farming beef cattle (specialised) are included in Class 0142 Beef Cattle Farming (Specialised) | growing grain are included in Class 0149 Other Grain Growing.
A0145_02,Grain Growing and Sheep or Beef Cattle Farming - Mixed Farming,0145,Grain-Sheep or Grain-Beef Cattle Farming,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",farming sheep (specialised) are included in Class 0141 Sheep Farming (Specialised) | farming beef cattle (specialised) are included in Class 0142 Beef Cattle Farming (Specialised) | growing grain are included in Class 0149 Other Grain Growing.
A0145_03,Sheep Farming and Grain Growing,0145,Grain-Sheep or Grain-Beef Cattle Farming,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",farming sheep (specialised) are included in Class 0141 Sheep Farming (Specialised) | farming beef cattle (specialised) are included in Class 0142 Beef Cattle Farming (Specialised) | growing grain are included in Class 0149 Other Grain Growing.
A0146_01,Rice Growing,0146,Rice Growing,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0149_01,Grain Crop Growing,0149,Other Grain Growing,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",growing grain combined with farming of sheep or beef cattle are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | growing forage sorghum are included in Class 0159 Other Crop Growing n.e.c. | growing rice are included in Class 0146 Rice Growing.
A0149_02,Sunflower Growing,0149,Other Grain Growing,14,"Sheep, Beef Cattle and Grain Farming",01,Agriculture,A,"Agriculture, Forestry and Fishing",growing grain combined with farming of sheep or beef cattle are included in Class 0145 Grain-Sheep or Grain-Beef Cattle Farming | growing forage sorghum are included in Class 0159 Other Crop Growing n.e.c. | growing rice are included in Class 0146 Rice Growing.
A0151_01,Sugar Cane Growing,0151,Sugar Cane Growing,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0152_01,Cotton Growing,0152,Cotton Growing,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0159_01,Drug Plants Growing,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_02,Tobacco Farming or Growing,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_03,Hay and Silage Growing,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_04,Coffee Plantation Operation,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_05,Tea Plantation Operation,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_06,Vegetable Growing for Fodder,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_07,Crop and Plant Groiwng n.e.c,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0159_08,Hop Growing,0159,Other Crop Growing n.e.c. ,15,Other Crop Growing,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in growing edible herbs are included in either Class 0122 Vegetable Growing (Under Cover) or 0123 Vegetable Growing (Outdoors).
A0160_01,Dairy Cattle Farming,0160,Dairy Cattle Farming,16,Dairy Cattle Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing","Units mainly engaged in farming dairy cattle for replacement, or dairy cattle agistment service, are included in Class 0142 Beef Cattle Farming (Specialised)."
A0160_02,Stud Dairy Cattle Breeding or Farming,0160,Dairy Cattle Farming,16,Dairy Cattle Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing","Units mainly engaged in farming dairy cattle for replacement, or dairy cattle agistment service, are included in Class 0142 Beef Cattle Farming (Specialised)."
A0160_03,Raw Sheep or Goat Milk Production,0160,Dairy Cattle Farming,16,Dairy Cattle Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing","Units mainly engaged in farming dairy cattle for replacement, or dairy cattle agistment service, are included in Class 0142 Beef Cattle Farming (Specialised)."
A0171_01,Poultry Farming for Meat,0171,Poultry Farming (Meat),17,Poultry Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",farming poultry for the production of eggs or in hatching egg breed chicks are included in Class 0172 Poultry Farming (Eggs) | farming ostriches or emus are included in Class 0199 Other Livestock Farming n.e.c. | processing poultry meat are included in Class 1112 Poultry Processing
A0171_02,Poultry Hatchery Operation - Meat Breed,0171,Poultry Farming (Meat),17,Poultry Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",farming poultry for the production of eggs or in hatching egg breed chicks are included in Class 0172 Poultry Farming (Eggs) | farming ostriches or emus are included in Class 0199 Other Livestock Farming n.e.c. | processing poultry meat are included in Class 1112 Poultry Processing
A0171_03,Emu and Ostrich Farming,0171,Poultry Farming (Meat),17,Poultry Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",farming poultry for the production of eggs or in hatching egg breed chicks are included in Class 0172 Poultry Farming (Eggs) | farming ostriches or emus are included in Class 0199 Other Livestock Farming n.e.c. | processing poultry meat are included in Class 1112 Poultry Processing
A0172_01,Poultry Farming for Eggs,0172,Poultry Farming (Eggs),17,Poultry Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in raising poultry (including game birds) for the production of meat or in hatching meat breed chicks or game birds for raising for meat are included in Class 0171 Poultry Farming (Meat).
A0172_02,Poultry Hatchery Operation - Egg Breeds,0172,Poultry Farming (Eggs),17,Poultry Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in raising poultry (including game birds) for the production of meat or in hatching meat breed chicks or game birds for raising for meat are included in Class 0171 Poultry Farming (Meat).
A0180_01,Deer Farming,0180,Deer Farming,18,Deer Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0180_02,Deer Velvet Production,0180,Deer Farming,18,Deer Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0191_01,Agistment Service - Horse,0191,Horse Farming,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0191_02,Horse Breeding (not Bloodstock) and Agistment (Excl Riding Schools and Training),0191,Horse Farming,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0191_03,Stud Farm Operation - Horse (Bloodstock),0191,Horse Farming,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0192_01,Piggery Operation,0192,Pig Farming,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0193_01,Beekeeping / Apiarist,0193,Beekeeping,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",Units mainly engaged in manufacturing honey are included in Class 1199 Other Food Product Manufacturing n.e.c.
A0199_01,Alpaca Farming,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0199_02,Dairy Goat Farming,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0199_03,Goat Farming,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0199_04,Livestock Farming - Farming / Breeding of Farm or Domesticated Animals n.e.c.,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0199_05,Crocodile / Snake Farming,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0199_06,Hobby Farm,0199,Other Livestock Farming n.e.c.,19,Other Livestock Farming,01,Agriculture,A,"Agriculture, Forestry and Fishing",aquaculture are included in the appropriate classes of Group 020 Aquaculture | breeding poultry or game birds for either meat or eggs are included in the appropriate classes of Group 017 Poultry Farming
A0201_01,Aquaculture - Offshore,0201,Offshore Longline and Rack Aquaculture,20,Aquaculture,02,Aquaculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0201_02,Oyster Farming,0201,Offshore Longline and Rack Aquaculture,20,Aquaculture,02,Aquaculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0203_01,Aquaculture - Onshore,0203,Onshore Aquaculture,20,Aquaculture,02,Aquaculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0203_02,"Crustaceans or Molluscs Breeding or Farming, Pond or Tank",0203,Onshore Aquaculture,20,Aquaculture,02,Aquaculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0203_03,Fish Hatchery Operation,0203,Onshore Aquaculture,20,Aquaculture,02,Aquaculture,A,"Agriculture, Forestry and Fishing",No exclusion
A0301_01,Forest Products Gathering,0301,Forestry,30,Forestry and Logging,03,Forestry and Logging,A,"Agriculture, Forestry and Fishing","providing support services to forestry, including silvicultural services such as planting, pruning or thinning, or forest nursery operation are included in Class 0510 Forestry Support Services | logging forests are included in Class 0302 Logging | investing in any of the above activities are included in Class 6240 Financial Asset Investing | distilling eucalyptus oil are included in Class 1899 Other Basic Chemical Product Manufacturing n.e.c."
A0301_02,Forestry Growing Operation,0301,Forestry,30,Forestry and Logging,03,Forestry and Logging,A,"Agriculture, Forestry and Fishing","providing support services to forestry, including silvicultural services such as planting, pruning or thinning, or forest nursery operation are included in Class 0510 Forestry Support Services | logging forests are included in Class 0302 Logging | investing in any of the above activities are included in Class 6240 Financial Asset Investing | distilling eucalyptus oil are included in Class 1899 Other Basic Chemical Product Manufacturing n.e.c."
